nest.id,nest,area,sub_area,year,Clutch_size,no.nestlings,prop.hatched,no.fledged,prop.fledged,A2_nestling,B2_nestling,A1_nestling,Clutch_initiation_date,Clutch_initiation_day,Nestbox,cover
N0765,nest_117,4BS,4B1,2014,1,1,1,1,1,NA,NA,1,09/06/2014,160,Yes,NA
N0766,nest_122,4BS,4B1,2014,2,2,1,1,0.5,1,0,NA,09/06/2014,160,Yes,NA
N0767,nest_R38,4BS,4B1,2014,1,1,1,1,1,NA,NA,1,09/06/2014,160,No,NA
N0768,nest_R60,4BS,4B1,2014,2,1,0.5,1,1,1,NA,NA,09/06/2014,160,No,NA
N0769,nest_307,4BS,4B2,2014,2,1,0.5,1,1,1,NA,NA,09/06/2014,160,Yes,NA
N0770,nest_R46,4BS,4B2,2014,1,1,1,0,0,NA,NA,0,09/06/2014,160,No,NA
N0771,nest_224,6N,6NUT,2014,2,2,1,1,0.5,1,0,NA,09/06/2014,160,Yes,NA
N0772,nest_189,6S,6SMID,2014,2,2,1,NA,NA,NA,NA,NA,09/06/2014,160,Yes,NA
N0773,nest_R40,6S,6SMID,2014,1,1,1,1,1,NA,NA,1,09/06/2014,160,No,NA
N0774,nest_207,6S,6SUT,2014,2,2,1,1,0.5,1,0,NA,09/06/2014,160,Yes,NA
N0775,nest_126,G1E,G1E,2014,1,1,1,1,1,NA,NA,1,09/06/2014,160,Yes,NA
N0776,nest_127,G1E,G1E,2014,1,1,1,1,1,NA,NA,1,09/06/2014,160,Yes,NA
N0777,nest_R52,6N,6NUT,2014,2,2,1,1,0.5,1,0,NA,10/06/2014,161,No,NA
N0778,nest_R53,6N,6NUT,2014,2,2,1,1,0.5,1,0,NA,10/06/2014,161,No,NA
N0779,nest_R35,6S,6SMID,2014,1,1,1,NA,NA,NA,NA,NA,10/06/2014,161,No,NA
N0780,nest_200,6S,6SUT,2014,1,1,1,1,1,NA,NA,1,10/06/2014,161,Yes,NA
N0781,nest_18,4AS,4A1,2014,1,1,1,1,1,NA,NA,1,12/06/2014,163,Yes,NA
N0782,nest_314,4BS,4B2,2014,2,2,1,1,0.5,NA,NA,NA,12/06/2014,163,Yes,NA
N0783,nest_R56,6S,6SMID,2014,1,0,0,NA,NA,NA,NA,NA,12/06/2014,163,No,NA
N0784,nest_R57,6S,6SMID,2014,1,1,1,NA,NA,NA,NA,NA,12/06/2014,163,No,NA
N0785,nest_R55,6S,6SUT,2014,1,1,1,0,0,NA,NA,0,12/06/2014,163,No,NA
N0786,nest_R21,4AS,4A1,2014,1,1,1,NA,NA,NA,NA,NA,13/06/2014,164,No,NA
N0787,nest_R59,4AS,4A1,2014,2,2,1,1,0.5,1,0,NA,13/06/2014,164,No,NA
N0788,nest_R58,4AS,4A2,2014,1,1,1,1,1,NA,NA,1,13/06/2014,164,No,NA
N0789,nest_110,4BS,4B1,2014,1,0,0,NA,NA,NA,NA,NA,13/06/2014,164,Yes,NA
N0790,nest_R61,4BS,4B1,2014,1,0,0,NA,NA,NA,NA,NA,13/06/2014,164,No,NA
N0791,nest_309,4BS,4B2,2014,1,1,1,1,1,NA,NA,1,13/06/2014,164,Yes,NA
N0792,nest_310,4BS,4B2,2014,2,1,0.5,1,1,1,NA,NA,13/06/2014,164,Yes,NA
N0793,nest_225,6N,6NUT,2014,2,2,1,1,0.5,1,0,NA,13/06/2014,164,Yes,NA
N0794,nest_R65,6S,6SMID,2014,1,0,0,NA,NA,NA,NA,NA,13/06/2014,164,No,NA
N0795,nest_R62,6S,6SUT,2014,1,1,1,1,1,NA,NA,1,13/06/2014,164,No,NA
N0796,nest_R64,6S,6SUT,2014,1,1,1,1,1,NA,NA,1,13/06/2014,164,No,NA
N0797,nest_R68,G1E,G1E,2014,2,0,0,NA,NA,NA,NA,NA,13/06/2014,164,No,NA
N0798,nest_R67,4AS,4A1,2014,2,2,1,1,0.5,1,0,NA,14/06/2014,165,No,NA
N0799,nest_R70,4AS,4A1,2014,1,0,0,NA,NA,NA,NA,NA,14/06/2014,165,No,NA
N0800,nest_R71X,4AS,4A1,2014,2,2,1,1,0.5,1,0,NA,14/06/2014,165,No,NA
N0801,nest_C149,4AS,4A2,2014,1,1,1,1,1,NA,NA,1,14/06/2014,165,No,NA
N0802,nest_R50,4AS,4A2,2014,1,1,1,0,0,NA,NA,0,14/06/2014,165,No,NA
N0803,nest_R72X,4BS,4B1,2014,2,2,1,NA,NA,NA,NA,NA,14/06/2014,165,No,NA
N0804,nest_319,4BS,4B2,2014,1,0,0,NA,NA,NA,NA,NA,14/06/2014,165,Yes,NA
N0805,nest_R75X,6S,6SMID,2014,2,2,1,NA,NA,NA,NA,NA,14/06/2014,165,No,NA
N0806,nest_R74X,6S,6SUT,2014,2,2,1,1,0.5,1,0,NA,14/06/2014,165,No,NA
N0807,nest_R76X,6S,6SUT,2014,2,2,1,1,0.5,1,0,NA,14/06/2014,165,No,NA
N0808,nest_33,4AS,4A1,2014,1,1,1,1,1,NA,NA,1,15/06/2014,166,Yes,NA
N0809,nest_R77X,4AS,4A1,2014,1,1,1,0,0,NA,NA,0,15/06/2014,166,No,NA
N0810,nest_R80X,4AS,4A1,2014,1,1,1,NA,NA,NA,NA,NA,15/06/2014,166,No,NA
N0811,nest_R81X,4AS,4A1,2014,1,1,1,1,1,NA,NA,1,15/06/2014,166,No,NA
N0812,nest_133,4BS,4B1,2014,1,1,1,1,1,NA,NA,1,15/06/2014,166,Yes,NA
N0813,nest_C100,4BS,4B1,2014,2,2,1,0,0,0,0,NA,15/06/2014,166,No,NA
N0814,nest_R84X,6S,6SMID,2014,2,1,0.5,0,0,0,NA,NA,15/06/2014,166,No,NA
N0815,nest_R87X,4AS,4A2,2014,1,1,1,1,1,NA,NA,1,16/06/2014,167,No,NA
N0816,nest_R85X,6S,6SUT,2014,1,1,1,1,1,NA,NA,1,16/06/2014,167,No,NA
N0817,nest_Slate House,G1E,G1E,2014,1,1,1,1,1,NA,NA,1,16/06/2014,167,Yes,NA
N0818,nest_R86X,4AS,4A2,2014,1,1,1,1,1,NA,NA,1,17/06/2014,168,No,NA
N0819,nest_663,6N,6NUT,2014,1,1,1,1,1,NA,NA,1,17/06/2014,168,Yes,NA
N0820,nest_R88X,6S,6SUT,2014,2,2,1,1,0.5,1,0,NA,18/06/2014,169,No,NA
N0821,nest_R91X,4BS,4B1,2014,2,0,0,NA,NA,NA,NA,NA,20/06/2014,171,No,NA
N0822,nest_R89X,4AS,4A2,2014,1,1,1,1,1,NA,NA,1,21/06/2014,172,No,NA
N0823,nest_R93X,4AS,4A2,2014,1,1,1,0,0,NA,NA,0,22/06/2014,173,No,NA
N0824,nest_R94X,4AS,4A2,2014,1,1,1,1,1,NA,NA,1,22/06/2014,173,No,NA
N0825,nest_R96X,4AS,4A2,2014,2,2,1,1,0.5,NA,NA,NA,23/06/2014,174,No,NA
N0826,nest_R97X,4BS,4B2,2014,1,0,0,NA,NA,NA,NA,NA,23/06/2014,174,No,NA
N0827,nest_R98X,6S,6SMID,2014,1,1,1,NA,NA,NA,NA,NA,23/06/2014,174,No,NA
N0828,nest_R99X,6S,6SUT,2014,1,1,1,1,1,NA,NA,1,23/06/2014,174,No,NA
N0829,nest_R101X,6S,6SMID,2014,1,0,0,NA,NA,NA,NA,NA,24/06/2014,175,No,NA
N0830,nest_313,4BS,4B2,2014,1,1,1,1,1,NA,NA,1,25/06/2014,176,Yes,NA
N0831,nest_Between126andBox156,G1E,G1E,2014,1,1,1,0,0,NA,NA,0,28/06/2014,179,No,NA
N0832,nest_NearBoxes135&156,G1E,G1E,2014,1,1,1,1,1,NA,NA,1,30/06/2014,181,No,NA
N0833,nest_OutsideBox282,G1E,G1E,2014,1,1,1,1,1,NA,NA,1,30/06/2014,181,No,NA
N0835,nest_rb06,4AS,4A1,2013,1,1,1,1,1,NA,NA,1,29/05/2013,149,Yes,NA
N0836,nest_rb302,4BS,4B2,2013,1,1,1,1,1,NA,NA,1,29/05/2013,149,Yes,NA
N0837,nest_rb57,4AS,4A2,2013,1,1,1,1,1,NA,NA,1,29/05/2013,149,Yes,NA
N0838,nest_rb308,4BS,4B2,2013,1,1,1,1,1,NA,NA,1,30/05/2013,150,Yes,NA
N0839,nest_rb27,4AS,4A1,2013,2,2,1,2,1,1,1,NA,31/05/2013,151,Yes,NA
N0840,nest_rb301,4BS,4B2,2013,1,1,1,1,1,NA,NA,1,31/05/2013,151,Yes,NA
N0841,nest_rb31,4AS,4A1,2013,1,1,1,1,1,NA,NA,1,31/05/2013,151,Yes,NA
N0842,nest_rb32,4AS,4A1,2013,2,2,1,2,1,1,1,NA,31/05/2013,151,Yes,NA
N0843,nest_rb41,4AS,4A1,2013,1,1,1,1,1,NA,NA,1,31/05/2013,151,Yes,NA
N0844,nest_rb45,4AS,4A2,2013,2,2,1,2,1,1,1,NA,31/05/2013,151,Yes,NA
N0845,nest_rb69,4AS,4A2,2013,2,1,0.5,1,1,1,NA,NA,31/05/2013,151,Yes,NA
N0846,nest_rb13,4AS,4A1,2013,1,1,1,1,1,NA,NA,1,01/06/2013,152,Yes,NA
N0847,nest_rb26,4AS,4A1,2013,1,1,1,1,1,NA,NA,1,01/06/2013,152,Yes,NA
N0848,nest_rb28,4AS,4A1,2013,1,1,1,1,1,NA,NA,1,01/06/2013,152,Yes,NA
N0849,nest_rb318,4BS,4B2,2013,1,1,1,1,1,NA,NA,1,01/06/2013,152,Yes,NA
N0850,nest_ro2,4AS,4A1,2013,1,1,1,1,1,NA,NA,1,01/06/2013,152,No,NA
N0851,nest_ro4,4BS,4B2,2013,1,1,1,1,1,NA,NA,1,01/06/2013,152,No,NA
N0852,nest_rb03,4AS,4A1,2013,1,1,1,1,1,NA,NA,1,02/06/2013,153,Yes,NA
N0853,nest_rb04,4AS,4A1,2013,1,1,1,1,1,NA,NA,1,02/06/2013,153,Yes,NA
N0854,nest_rb14,4AS,4A1,2013,1,1,1,1,1,NA,NA,1,02/06/2013,153,Yes,NA
N0855,nest_rb22,4AS,4A1,2013,1,1,1,1,1,NA,NA,1,02/06/2013,153,Yes,NA
N0856,nest_rb25,4AS,4A1,2013,1,1,1,1,1,NA,NA,1,02/06/2013,153,Yes,NA
N0857,nest_rb303,4BS,4B2,2013,2,2,1,1,0.5,1,0,NA,02/06/2013,153,Yes,NA
N0858,nest_rb311,4BS,4B2,2013,2,2,1,2,1,1,1,NA,02/06/2013,153,Yes,NA
N0859,nest_rb313,4BS,4B2,2013,2,2,1,2,1,1,1,NA,02/06/2013,153,Yes,NA
N0860,nest_rb314,4BS,4B2,2013,2,2,1,2,1,1,1,NA,02/06/2013,153,Yes,NA
N0861,nest_rb315,4BS,4B2,2013,1,1,1,1,1,NA,NA,1,02/06/2013,153,Yes,NA
N0862,nest_rb43,4AS,4A2,2013,1,1,1,1,1,NA,NA,1,02/06/2013,153,Yes,NA
N0863,nest_rb48,4AS,4A2,2013,2,1,0.5,1,1,1,NA,NA,02/06/2013,153,Yes,NA
N0864,nest_rb50,4AS,4A2,2013,1,1,1,1,1,NA,NA,1,02/06/2013,153,Yes,NA
N0865,nest_rb53,4AS,4A2,2013,1,1,1,1,1,NA,NA,1,02/06/2013,153,Yes,NA
N0866,nest_rb58,4AS,4A2,2013,1,1,1,1,1,NA,NA,1,02/06/2013,153,Yes,NA
N0867,nest_rb63,4AS,4A2,2013,2,2,1,2,1,1,1,NA,02/06/2013,153,Yes,NA
N0868,nest_rb64,4AS,4A2,2013,2,2,1,2,1,1,1,NA,02/06/2013,153,Yes,NA
N0869,nest_rb65,4AS,4A2,2013,1,1,1,1,1,NA,NA,1,02/06/2013,153,Yes,NA
N0870,nest_rb68,4AS,4A2,2013,1,1,1,1,1,NA,NA,1,02/06/2013,153,Yes,NA
N0871,nest_ro06,4AS,4A2,2013,2,2,1,2,1,1,1,NA,02/06/2013,153,No,NA
N0872,nest_ro08,4AS,4A2,2013,2,1,0.5,1,1,1,NA,NA,02/06/2013,153,No,NA
N0873,nest_rb12,4AS,4A1,2013,2,2,1,2,1,1,1,NA,03/06/2013,154,Yes,NA
N0874,nest_rb21,4AS,4A1,2013,2,1,0.5,1,1,1,NA,NA,03/06/2013,154,Yes,NA
N0875,nest_rb24,4AS,4A1,2013,1,1,1,1,1,NA,NA,1,03/06/2013,154,Yes,NA
N0876,nest_rb29,4AS,4A1,2013,1,1,1,1,1,NA,NA,1,03/06/2013,154,Yes,NA
N0877,nest_rb316,4BS,4B2,2013,2,2,1,1,0.5,1,0,NA,03/06/2013,154,Yes,NA
N0878,nest_rb320,4BS,4B2,2013,2,2,1,2,1,1,1,NA,03/06/2013,154,Yes,NA
N0879,nest_rb36,4AS,4A1,2013,2,2,1,1,0.5,1,0,NA,03/06/2013,154,Yes,NA
N0880,nest_rb37,4AS,4A1,2013,1,1,1,1,1,NA,NA,1,03/06/2013,154,Yes,NA
N0881,nest_rb38,4AS,4A1,2013,1,0,0,NA,NA,NA,NA,NA,03/06/2013,154,Yes,NA
N0882,nest_rb40,4AS,4A1,2013,2,2,1,2,1,1,1,NA,03/06/2013,154,Yes,NA
N0883,nest_rb59,4AS,4A2,2013,2,2,1,2,1,1,1,NA,03/06/2013,154,Yes,NA
N0884,nest_rb67,4AS,4A2,2013,2,2,1,2,1,1,1,NA,03/06/2013,154,Yes,NA
N0885,nest_ro11,4AS,4A2,2013,2,2,1,2,1,1,1,NA,03/06/2013,154,No,NA
N0886,nest_ro13,4AS,4A1,2013,1,1,1,1,1,NA,NA,1,03/06/2013,154,No,NA
N0887,nest_rb15,4AS,4A1,2013,1,1,1,1,1,NA,NA,1,04/06/2013,155,Yes,NA
N0888,nest_rb310,4BS,4B2,2013,1,1,1,1,1,NA,NA,1,04/06/2013,155,Yes,NA
N0889,nest_rb312,4BS,4B2,2013,1,1,1,1,1,NA,NA,1,04/06/2013,155,Yes,NA
N0890,nest_ro12,4BS,4B2,2013,1,1,1,1,1,NA,NA,1,04/06/2013,155,No,NA
N0891,nest_rb18,4AS,4A1,2013,1,1,1,1,1,NA,NA,1,05/06/2013,156,Yes,NA
N0892,nest_rb23,4AS,4A1,2013,1,0,0,NA,NA,NA,NA,NA,05/06/2013,156,Yes,NA
N0893,nest_rb306,4BS,4B2,2013,2,2,1,1,0.5,1,0,NA,05/06/2013,156,Yes,NA
N0894,nest_rb39,4AS,4A1,2013,2,2,1,1,0.5,1,0,NA,05/06/2013,156,Yes,NA
N0895,nest_rb53a,4AS,4A2,2013,1,1,1,1,1,NA,NA,1,05/06/2013,156,Yes,NA
N0896,nest_rb55,4AS,4A2,2013,2,2,1,2,1,1,1,NA,05/06/2013,156,Yes,NA
N0897,nest_rb61,4AS,4A2,2013,2,2,1,2,1,1,1,NA,05/06/2013,156,Yes,NA
N0898,nest_rb09,4AS,4A1,2013,1,1,1,1,1,NA,NA,1,06/06/2013,157,Yes,NA
N0899,nest_rb19,4AS,4A1,2013,1,1,1,1,1,NA,NA,1,06/06/2013,157,Yes,NA
N0900,nest_rb304,4BS,4B2,2013,2,2,1,1,0.5,1,0,NA,06/06/2013,157,Yes,NA
N0901,nest_rb60,4AS,4A2,2013,2,2,1,2,1,1,1,NA,06/06/2013,157,Yes,NA
N0902,nest_ro16,4AS,4A1,2013,2,2,1,2,1,1,1,NA,06/06/2013,157,No,NA
N0903,nest_rb309,4BS,4B2,2013,1,1,1,1,1,NA,NA,1,07/06/2013,158,Yes,NA
N0904,nest_rb44,4AS,4A2,2013,2,2,1,1,0.5,1,0,NA,07/06/2013,158,Yes,NA
N0905,nest_rb47,4AS,4A2,2013,2,2,1,0,0,0,0,NA,07/06/2013,158,Yes,NA
N0906,nest_rb52,4AS,4A2,2013,2,2,1,1,0.5,1,0,NA,07/06/2013,158,Yes,NA
N0907,nest_rb56,4AS,4A2,2013,2,2,1,2,1,1,1,NA,07/06/2013,158,Yes,NA
N0908,nest_rb62,4AS,4A2,2013,2,2,1,1,0.5,0,1,NA,07/06/2013,158,Yes,NA
N0909,nest_rb66,4AS,4A2,2013,1,1,1,1,1,NA,NA,1,07/06/2013,158,Yes,NA
N0910,nest_ro17,4AS,4A1,2013,2,2,1,0,0,0,0,NA,07/06/2013,158,No,NA
N0911,nest_rb08,4AS,4A1,2013,2,2,1,2,1,1,1,NA,08/06/2013,159,Yes,NA
N0912,nest_rb17,4AS,4A1,2013,2,0,0,NA,NA,NA,NA,NA,08/06/2013,159,Yes,NA
N0913,nest_rb319,4BS,4B2,2013,1,1,1,1,1,NA,NA,1,08/06/2013,159,Yes,NA
N0914,nest_rb42,4AS,4A1,2013,2,2,1,2,1,1,1,NA,08/06/2013,159,Yes,NA
N0915,nest_rb49,4AS,4A2,2013,1,1,1,1,1,NA,NA,1,08/06/2013,159,Yes,NA
N0916,nest_ro26,4AS,4A1,2013,1,1,1,1,1,NA,NA,1,08/06/2013,159,No,NA
N0917,nest_ro28,4AS,4A1,2013,2,1,0.5,1,1,1,NA,NA,08/06/2013,159,No,NA
N0918,nest_ro81,4BS,4B2,2013,1,1,1,1,1,NA,NA,1,08/06/2013,159,No,NA
N0919,nest_rb34,4AS,4A1,2013,2,2,1,1,0.5,1,0,NA,09/06/2013,160,Yes,NA
N0920,nest_rb35,4AS,4A1,2013,1,1,1,1,1,NA,NA,1,09/06/2013,160,Yes,NA
N0921,nest_ro23,4AS,4A2,2013,1,1,1,0,0,NA,NA,0,09/06/2013,160,No,NA
N0922,nest_ro25,4AS,4A1,2013,1,1,1,1,1,NA,NA,1,09/06/2013,160,No,NA
N0923,nest_rb16,4AS,4A1,2013,1,1,1,1,1,NA,NA,1,10/06/2013,161,Yes,NA
N0924,nest_ro27,4AS,4A2,2013,1,1,1,1,1,NA,NA,1,10/06/2013,161,No,NA
N0925,nest_ro29,4AS,4A2,2013,1,1,1,1,1,NA,NA,1,10/06/2013,161,No,NA
N0926,nest_rb00,4AS,4A1,2013,2,2,1,2,1,1,1,NA,11/06/2013,162,Yes,NA
N0927,nest_rb10,4AS,4A1,2013,1,1,1,1,1,NA,NA,1,11/06/2013,162,Yes,NA
N0928,nest_rb51,4AS,4A2,2013,1,1,1,1,1,NA,NA,1,11/06/2013,162,Yes,NA
N0929,nest_ro85,4BS,4B2,2013,1,1,1,1,1,NA,NA,1,11/06/2013,162,No,NA
N0930,nest_rb05,4AS,4A1,2013,1,1,1,1,1,NA,NA,1,12/06/2013,163,Yes,NA
N0931,nest_rb07,4AS,4A1,2013,1,1,1,1,1,NA,NA,1,12/06/2013,163,Yes,NA
N0932,nest_rb11,4AS,4A1,2013,1,1,1,1,1,NA,NA,1,12/06/2013,163,Yes,NA
N0933,nest_rb46,4AS,4A2,2013,1,0,0,NA,NA,NA,NA,NA,12/06/2013,163,Yes,NA
N0934,nest_ro39,4AS,4A2,2013,1,1,1,1,1,NA,NA,1,12/06/2013,163,No,NA
N0935,nest_ro41,4AS,4A2,2013,1,1,1,1,1,NA,NA,1,12/06/2013,163,No,NA
N0936,nest_ro43,4AS,4A1,2013,1,1,1,1,1,NA,NA,1,12/06/2013,163,No,NA
N0937,nest_ro46,4AS,4A2,2013,1,1,1,NA,NA,NA,NA,1,13/06/2013,164,No,NA
N0938,nest_ro47,4AS,4A1,2013,1,0,0,NA,NA,NA,NA,NA,13/06/2013,164,No,NA
N0939,nest_ro49,4AS,4A2,2013,1,1,1,0,0,NA,NA,0,13/06/2013,164,No,NA
N0940,nest_ro62,4AS,4A2,2013,1,1,1,0,0,NA,NA,0,14/06/2013,165,No,NA
N0941,nest_rb02,4AS,4A1,2013,1,0,0,NA,NA,NA,NA,NA,15/06/2013,166,Yes,NA
N0942,nest_rb33,4AS,4A1,2013,2,2,1,NA,NA,NA,NA,NA,15/06/2013,166,Yes,NA
N0943,nest_ro51,4AS,4A2,2013,1,0,0,NA,NA,NA,NA,NA,15/06/2013,166,No,NA
N0944,nest_rb305,4BS,4B2,2013,1,0,0,NA,NA,NA,NA,NA,17/06/2013,168,Yes,NA
N0945,nest_ro57,4AS,4A2,2013,1,1,1,1,1,NA,NA,1,17/06/2013,168,No,NA
N0946,nest_ro59,4AS,4A1,2013,1,1,1,1,1,NA,NA,1,17/06/2013,168,No,NA
N0947,nest_rb38,4AS,4A1,2013,1,1,1,NA,NA,NA,NA,1,19/06/2013,170,Yes,NA
N0948,nest_rb54,4AS,4A2,2013,1,1,1,NA,NA,NA,NA,1,20/06/2013,171,Yes,NA
N0949,nest_ro63,4AS,4A2,2013,1,1,1,NA,NA,NA,NA,1,20/06/2013,171,No,NA
N0950,nest_ro65,4AS,4A2,2013,1,1,1,NA,NA,NA,NA,1,20/06/2013,171,No,NA
N0951,nest_ro70,4AS,4A2,2013,1,1,1,NA,NA,NA,NA,1,22/06/2013,173,No,NA
N0952,nest_ro72,4AS,4A1,2013,2,2,1,NA,NA,NA,NA,NA,22/06/2013,173,No,NA
N0953,nest_rb20,4AS,4A1,2013,1,1,1,NA,NA,NA,NA,1,23/06/2013,174,Yes,NA
N0954,nest_ro67,4AS,4A1,2013,1,1,1,0,0,NA,NA,0,23/06/2013,174,No,NA
N0955,nest_ro76,4AS,4A2,2013,1,1,1,NA,NA,NA,NA,1,24/06/2013,175,No,NA
N0956,nest_ro78,4AS,4A1,2013,1,0,0,NA,NA,NA,NA,NA,24/06/2013,175,No,NA
N0957,nest_ro87,4BS,4B2,2013,1,1,1,NA,NA,NA,NA,1,24/06/2013,175,No,NA
N0958,nest_rb02,4AS,4A1,2013,1,1,1,0,0,NA,NA,0,25/06/2013,176,Yes,NA
N0959,nest_ro,4BS,4B2,2013,1,1,1,NA,NA,NA,NA,1,26/06/2013,177,No,NA
N0960,nest_ro73,4AS,4A1,2013,1,1,1,0,0,NA,NA,0,27/06/2013,178,No,NA
N0961,nest_ro82,4AS,4A1,2013,1,1,1,0,0,NA,NA,0,29/06/2013,180,No,NA
N0962,nest_rb18,4AS,4A1,2012,2,2,1,1,0.5,1,0,NA,19/05/2012,140,Yes,NA
N0963,nest_rb57,4AS,4A2,2012,2,2,1,2,1,1,1,NA,19/05/2012,140,Yes,NA
N0964,nest_rb136,4BS,4B1,2012,1,0,0,NA,NA,NA,NA,NA,20/05/2012,141,Yes,NA
N0965,nest_rb190,6S,6SMID,2012,2,2,1,1,0.5,1,0,NA,20/05/2012,141,Yes,NA
N0966,nest_rb69,4AS,4A2,2012,2,2,1,2,1,1,1,NA,20/05/2012,141,Yes,NA
N0967,nest_rb116,4BS,4B1,2012,1,1,1,1,1,NA,NA,1,21/05/2012,142,Yes,NA
N0968,nest_rb200,6S,6SUT,2012,2,1,0.5,1,1,1,NA,NA,21/05/2012,142,Yes,NA
N0969,nest_rb208,6S,6SUT,2012,2,2,1,2,1,1,1,NA,21/05/2012,142,Yes,NA
N0970,nest_rb29,4AS,4A1,2012,2,2,1,2,1,1,1,NA,21/05/2012,142,Yes,NA
N0971,nest_rb316,4BS,4B2,2012,2,2,1,2,1,1,1,NA,21/05/2012,142,Yes,NA
N0972,nest_rb53a,4AS,4A2,2012,2,2,1,1,0.5,1,0,NA,21/05/2012,142,Yes,NA
N0973,nest_rb60,4AS,4A2,2012,3,2,0.666666667,2,1,1,1,NA,21/05/2012,142,Yes,NA
N0974,nest_rb110,4BS,4B1,2012,2,2,1,2,1,1,1,NA,22/05/2012,143,Yes,NA
N0975,nest_rb113,4BS,4B1,2012,2,2,1,2,1,1,1,NA,22/05/2012,143,Yes,NA
N0976,nest_rb115,4BS,4B1,2012,2,1,0.5,0,0,0,NA,NA,22/05/2012,143,Yes,NA
N0977,nest_rb125,4BS,4B1,2012,2,2,1,2,1,1,1,NA,22/05/2012,143,Yes,NA
N0978,nest_rb312,4BS,4B2,2012,3,0,0,NA,NA,NA,NA,NA,22/05/2012,143,Yes,NA
N0979,nest_rb314,4BS,4B2,2012,2,2,1,1,0.5,1,0,NA,22/05/2012,143,Yes,NA
N0980,nest_rb37,4AS,4A1,2012,2,2,1,1,0.5,1,0,NA,22/05/2012,143,Yes,NA
N0981,nest_rb54,4AS,4A2,2012,2,2,1,2,1,1,1,NA,22/05/2012,143,Yes,NA
N0982,nest_rb64,4AS,4A2,2012,2,2,1,2,1,1,1,NA,22/05/2012,143,Yes,NA
N0983,nest_rb68,4AS,4A2,2012,2,2,1,2,1,1,1,NA,22/05/2012,143,Yes,NA
N0984,nest_ro01,4BS,4B1,2012,2,2,1,2,1,1,1,NA,22/05/2012,143,No,NA
N0985,nest_ro02,4AS,4A1,2012,2,2,1,1,0.5,1,0,NA,22/05/2012,143,No,NA
N0986,nest_pie11,G1E,G1E,2012,2,2,1,1,0.5,1,0,NA,23/05/2012,144,No,NA
N0987,nest_rb06,4AS,4A1,2012,2,2,1,2,1,1,1,NA,23/05/2012,144,Yes,NA
N0988,nest_rb10,4AS,4A1,2012,2,2,1,1,0.5,1,0,NA,23/05/2012,144,Yes,NA
N0989,nest_rb109,4BS,4B1,2012,2,2,1,2,1,1,1,NA,23/05/2012,144,Yes,NA
N0990,nest_rb120,4BS,4B1,2012,2,2,1,2,1,1,1,NA,23/05/2012,144,Yes,NA
N0991,nest_rb121,4BS,4B1,2012,2,2,1,1,0.5,1,0,NA,23/05/2012,144,Yes,NA
N0992,nest_rb123,4BS,4B1,2012,2,2,1,1,0.5,1,0,NA,23/05/2012,144,Yes,NA
N0993,nest_rb185,6S,6SMID,2012,2,2,1,2,1,1,1,NA,23/05/2012,144,Yes,NA
N0994,nest_rb187,6S,6SMID,2012,2,1,0.5,1,1,1,NA,NA,23/05/2012,144,Yes,NA
N0995,nest_rb189,6S,6SMID,2012,2,2,1,2,1,1,1,NA,23/05/2012,144,Yes,NA
N0996,nest_rb192,6S,6SMID,2012,2,1,0.5,1,1,1,NA,NA,23/05/2012,144,Yes,NA
N0997,nest_rb198,6S,6SUT,2012,2,2,1,2,1,1,1,NA,23/05/2012,144,Yes,NA
N0998,nest_rb30,4AS,4A1,2012,2,2,1,1,0.5,1,0,NA,23/05/2012,144,Yes,NA
N0999,nest_rb301,4BS,4B2,2012,1,1,1,1,1,NA,NA,1,23/05/2012,144,Yes,NA
N1000,nest_rb308,4BS,4B2,2012,1,1,1,1,1,NA,NA,1,23/05/2012,144,Yes,NA
N1001,nest_rb31,4AS,4A1,2012,2,2,1,2,1,1,1,NA,23/05/2012,144,Yes,NA
N1002,nest_rb318,4BS,4B2,2012,2,2,1,1,0.5,1,0,NA,23/05/2012,144,Yes,NA
N1003,nest_rb32,4AS,4A1,2012,2,2,1,1,0.5,1,0,NA,23/05/2012,144,Yes,NA
N1004,nest_rb45,4AS,4A2,2012,2,2,1,2,1,1,1,NA,23/05/2012,144,Yes,NA
N1005,nest_rb46,4AS,4A2,2012,2,2,1,2,1,1,1,NA,23/05/2012,144,Yes,NA
N1006,nest_rb56,4AS,4A2,2012,2,2,1,2,1,1,1,NA,23/05/2012,144,Yes,NA
N1007,nest_rb669,6N,6NUT,2012,2,2,1,1,0.5,1,0,NA,23/05/2012,144,Yes,NA
N1008,nest_rb74,G1E,G1E,2012,1,1,1,1,1,NA,NA,1,23/05/2012,144,Yes,NA
N1009,nest_ro04,4BS,4B1,2012,2,2,1,1,0.5,1,0,NA,23/05/2012,144,No,NA
N1010,nest_ro54,4BS,4B2,2012,2,1,0.5,1,1,1,NA,NA,23/05/2012,144,No,NA
N1011,nest_pie 22,G1E,G1E,2012,2,2,1,2,1,1,1,NA,24/05/2012,145,No,NA
N1012,nest_rb01,4AS,4A1,2012,2,2,1,1,0.5,1,0,NA,24/05/2012,145,Yes,NA
N1013,nest_rb04,4AS,4A1,2012,2,2,1,2,1,1,1,NA,24/05/2012,145,Yes,NA
N1014,nest_rb105,4BS,4B1,2012,2,2,1,1,0.5,1,0,NA,24/05/2012,145,Yes,NA
